Row Labels,Sum of QUANTITY (FAILS)
SOLS,3529
FLCO,3523
RGUS,3520
FBHS,3516
GNCGY,3514
BCPRA,3512
DLRPRC,3512
SBB,3512
COLB,3509
ASA,3506
PFIG,3506
UCC,3503
GSEE,3499
BHB,3494
NYV,3493
MHK,3490
MLP,3490
WVVI,3487
COFPRH,3483
BCVPRA,3481
FRPT,3480
CLDT,3479
MSCI,3475
CYAN,3474
LH,3474
AMCIU,3473
JRSH,3472
VAC,3470
CTG,3465
HRTG,3465
AMWD,3463
ENRFF,3460
NWYU,3457
CAIPRA,3455
BHPA,3452
MNCL,3450
ENDTF,3449
AEGN,3447
BHV,3446
PROS,3445
VRMEW,3443
DFNSU,3438
RCS,3436
EDUC,3428
CSPKY,3423
PHICW,3420
BFSPRD,3419
RDI,3419
TPCO,3414
WYGPY,3414
CVLG,3412
JHCS,3404
KALV,3396
PBB,3383
CSM,3370
EBF,3370
EVBN,3367
CW,3366
PXI,3365
EDPFY,3361
PSAPRD,3358
JPN,3357
CCBG,3356
WRI,3355
FBMS,3354
SLSSF,3354
NCMGY,3345
RVI,3345
MEN,3344
UYM,3343
GDL,3342
SZNE,3341
ONEO,3338
DMCD,3336
GHMP,3336
TOKTY,3336
FRTPRC,3332
AFINP,3331
HLI,3329
RNSC,3323
ISZE,3322
ETB,3318
BKAYY,3317
TFII,3315
INDB,3310
QRTEP,3310
BCTXF,3306
FMCKK,3305
SWETU,3300
ACSG,3299
ILPT,3297
PSB,3297
LWAY,3294
NWFL,3293
ARRPRC,3292
SEDO,3290
MAN,3289
ISSC,3288
NUO,3284
MLPY,3283
ITMC,3282
SQLV,3278
SUNS,3278
IX,3277
CTBB,3272
SBFG,3272
EGDW,3270
YLD,3270
CSRPRC,3268
HPP,3268
UEVM,3261
JERT,3259
OTTR,3259
FWONK,3251
GLUPRB,3251
SSLZY,3247
NRDBY,3245
CAF,3243
EHT,3243
NMFCL,3241
PRGX,3241
HBB,3227
ROG,3224
LENB,3217
TRTNPRA,3217
RFL,3212
USLM,3211
GENC,3210
CLAU,3203
EPWRU,3200
CEFD,3192
ESGG,3192
LSTR,3181
IMTXW,3173
TFLO,3172
GSPRN,3169
CID,3157
TITUF,3157
QTSPRB,3155
GWGH,3150
GSEU,3144
PSCU,3143
STWOU,3141
ORKLY,3140
FSI,3139
PSAPRC,3139
SNVPRD,3135
SAEYY,3134
NSYS,3133
SHEN,3133
ISDR,3130
KYOCY,3127
MLAB,3125
CVGW,3124
CFBI,3121
EIC,3119
FLZA,3118
CHSCP,3116
CSPI,3112
IUSS,3111
DEF,3109
PBJ,3105
AVA,3103
FITBP,3100
CII,3099
TCBIL,3099
DFKCY,3098
KALU,3097
ABRPRC,3094
LDRS,3092
BLJZY,3088
CRWG,3086
GTY,3084
BLMC,3083
SJIU,3080
HMG,3079
NCVPRA,3079
BKQNY,3075
DRUA,3068
SBUG,3065
EINC,3064
HYGH,3063
TRGM,3060
WERN,3059
DIOD,3046
TSIAW,3046
BSEFY,3045
LARK,3044
RNRPRE,3044
AAICPRB,3041
JLS,3041
CZNC,3038
EXCE,3038
SYTAW,3038
GTS,3022
AVGOP,3021
RAFE,3020
BBMPY,3019
CRHKY,3016
WFCPRZ,3012
HOVNP,3011
ASPU,3008
ASPS,3006
WHG,3004
UBA,3002
MTLCF,3000
SOGFF,3000
BRT,2998
TRNEU,2996
BLD,2978
STAGPRC,2978
IVES,2977
KIMPRM,2973
CLGUF,2972
WLDR,2972
RBC,2970
PUTW,2968
QDIV,2968
CATC,2967
MKL,2962
IESFY,2955
ATNI,2954
CBWA,2950
FFHG,2949
FLOW,2948
VFLQ,2942
EBTC,2941
BWLA,2938
SCWX,2938
IPATD,2936
TMX,2936
GBDV,2935
HBGRY,2935
MDIV,2935
MSON,2933
HCXY,2932
FLQD,2930
JSHG,2930
FVL,2928
BATL,2924
IBTB,2916
CHKLQ,2913
FLFG,2913
HWAL,2912
MCRO,2911
COSM,2909
PSMM,2907
HSII,2900
PLFX,2898
DGICA,2894
MRVFF,2893
FCRW,2892
LAMR,2889
MAURY,2888
CPK,2886
JACK,2873
UGA,2869
GBGR,2865
KRA,2865
FLIC,2864
HUML,2864
IVAC,2862
ISEM,2861
INS,2860
SBR,2860
USV,2858
JJA,2853
CMREPRD,2845
DDLS,2844
QARP,2840
STARPRG,2838
RNR,2835
UNCP,2833
CSTE,2832
PLUS,2832
CIL,2830
EPAY,2830
BOH,2826
OSBC,2824
MTD,2823
PCGPRD,2823
SPRS,2821
CIMPRA,2818
XYLG,2818
EQRR,2817
BXPPRB,2815
JXI,2812
PFSW,2810
FLIN,2801
HYLNWS,2797
CUBIPRE,2789
FNHM,2789
RFG,2789
TSRI,2783
AMEH,2782
HEES,2780
NWPX,2778
PAPR,2777
AZZ,2775
KVHI,2775
WRBPRC,2775
AIT,2773
MBIN,2772
QADB,2771
IXP,2765
TMRAY,2763
HOCPY,2762
CLLDY,2761
TSCAP,2759
KEQU,2757
MSBI,2755
VCISY,2754
DBEH,2753
FXNC,2751
EFF,2747
MKSI,2746
PRFT,2744
REXRPRC,2741
BMLPRG,2739
GRIF,2736
LINX,2734
IPHI,2731
RGR,2731
NMKPRC,2728
BFC,2727
ISUZY,2726
TRYIY,2725
WIRE,2724
FISI,2723
AAMTF,2722
PNI,2722
FCCY,2718
ORRF,2717
BXSPRA,2716
APOPRA,2711
ELJ,2707
SOCGP,2704
CHI,2703
FR,2702
NICK,2694
CCRV,2691
DLRPRK,2690
NQMIY,2690
BCOV,2687
MUSA,2684
DDG,2680
FFWM,2675
MFO,2672
PXF,2672
AIW,2670
WLK,2662
EUDV,2661
FMCCJ,2661
THRSF,2660
CRCQW,2658
QAT,2657
LORL,2654
AGOPRB,2649
JHMI,2644
DDIV,2643
FBSS,2641
GRES,2639
SAF,2639
SGTSY,2634
EGBN,2631
FLFR,2630
UPW,2624
YASKY,2623
HAFC,2620
EUFX,2618
TAIT,2618
CXDC,2616
NESRW,2614
AQSP,2613
OCIO,2612
PEBPRC,2611
SCIXF,2609
ESCR,2608
SGGFF,2603
ESNG,2600
RELVD,2600
SMMYY,2600
ZIONN,2596
ANIK,2591
HYSNY,2590
KRNT,2582
WILC,2582
NJUL,2580
CITPRB,2576
NEWTI,2576
BXNG,2572
OCFC,2572
MDC,2569
OPRT,2568
SMIN,2566
WKGFF,2558
CALB,2555
AXSM,2553
TCFC,2552
OAKPRA,2550
SAA,2550
EMIF,2546
GMREPRA,2546
MCACU,2546
UBFO,2544
TFCPRG,2543
CAIPRB,2533
CNSL,2531
DAKT,2530
PCGPRE,2529
GNE,2526
HDMV,2525
CHAQWS,2524
CYBE,2524
PSBPRY,2521
HLLGY,2517
RNDM,2516
PWCO,2514
SNVPRE,2513
LXFR,2512
EMTY,2505
JTEKY,2505
SHYF,2503
FWAV,2500
IPLB,2500
GABPRJ,2497
FSS,2496
AACG,2495
BKF,2495
IIPRPRA,2494
RFDA,2494
BMI,2490
SPUC,2490
UWHR,2490
BEVVF,2479
KMLM,2478
OFSSI,2476
WFCPRY,2475
OFGPRB,2470
ITI,2465
PSFD,2462
DLRPRJ,2460
VERTU,2458
PEYE,2457
CSTR,2454
HDG,2454
LMRKP,2453
RINF,2453
VRAI,2452
PBE,2448
HCKT,2446
HMMR,2444
BABB,2443
AKABY,2442
GSPRC,2440
LMNR,2439
SVACU,2437
ENVA,2435
HINOY,2422
SHMAY,2420
PFEB,2417
HPGLY,2416
BPOP,2415
HFWA,2408
RUSHA,2400
AMOM,2397
ANHPRA,2397
DSPRB,2391
NEXXY,2391
COFPRI,2389
FARO,2389
CECE,2388
TCBK,2388
CBRL,2386
CNNB,2385
MKTAY,2385
JRVR,2381
SYKE,2376
SOR,2374
AGLXY,2371
EMLAF,2371
IVFZF,2368
FPIPRB,2357
FMCCI,2354
KTN,2353
ANGO,2352
AHEXY,2351
SMTC,2351
ESGN,2349
GFED,2339
SIAF,2333
CRXPF,2330
SLP,2330
SZC,2330
BANFP,2328
THR,2322
OCFCP,2320
NEN,2316
BBSI,2312
MONOY,2312
WSO,2311
RMCF,2308
TVAGF,2300
ICAYY,2299
PCTI,2299
WINC,2295
LEAPU,2294
NODC,2294
DSXPRB,2288
GATGF,2286
PQG,2281
DTD,2278
DOV,2276
SYNE,2276
PEBK,2274
HDIV,2273
CORE,2271
FNMAN,2262
AMOT,2261
COKE,2261
MALJF,2258
FHNPRA,2255
TACT,2254
UGDIF,2239
ESQ,2238
OBCI,2238
VMACU,2237
RXD,2233
GLRE,2232
LPBC,2231
ANAT,2226
FREVS,2224
BENEU,2223
LPLA,2218
LVCNF,2218
FRBA,2217
TAIPY,2217
CIHKY,2216
HELE,2216
LGGNY,2216
OCTX,2216
ASBFY,2213
FMAO,2208
TFCPRI,2205
OCCIP,2199
RESCU,2199
CUBIPRD,2196
WINR,2192
GLMD,2191
TSQ,2188
CMSPRB,2187
SFST,2187
WLFDY,2187
GTES,2180
WING,2179
DMRS,2175
CSII,2172
UTRN,2171
STWRY,2170
HONE,2169
NTDTY,2169
EVR,2168
HNP,2167
CWYCY,2166
JUTOY,2151
MRBLF,2150
RESE,2149
JNCCF,2148
VCIGF,2148
WHLRD,2145
FORM,2143
ENSG,2141
MBINP,2141
TCOPRK,2141
SMLR,2140
GJP,2136
LGIH,2131
EPPRC,2130
FMNB,2129
FLAX,2127
PEBPRE,2127
ASHTY,2121
AZAL,2120
FMCCM,2120
ROYMY,2115
CVEO,2113
UTI,2111
DMRM,2104
VGRBF,2102
IT,2100
MBINO,2096
ANPCY,2095
UCPLF,2090
UXI,2083
EMFM,2080
MNRPRC,2074
GEC,2073
IOSP,2066
SRDX,2066
QBIO,2064
RNDB,2062
CDRPRB,2061
MDWD,2059
MLGF,2059
POCT,2059
HSTM,2058
ALPN,2056
MRVSY,2054
GLADD,2050
OBMP,2049
ADPXY,2048
ATV,2048
DGTW,2045
GMPXF,2045
ADILW,2044
CSWI,2041
GNRSU,2039
HBP,2038
OGS,2038
COWNL,2034
SREV,2029
BOCH,2024
BTHE,2013
PGNT,2011
SRI,2011
DXPRC,2010
CMT,2006
POPRF,2005
AFFS,2004
APVTW,2000
HERXF,2000
HKHHY,2000
MXCHY,2000
YUEIY,1998
OFIX,1996
SAFT,1987
FIFG,1986
ASET,1983
AZPN,1981
THCAU,1980
AJXA,1977
SPXN,1977
SAIC,1976
AAMC,1974
DSNKY,1974
UIHC,1974
VLT,1968
CHMG,1963
AUB,1962
PCSB,1962
NSP,1960
PB,1960
DCOM,1959
GSLD,1959
NVOS,1959
CVY,1956
SFBC,1956
STLPRA,1955
ITEXD,1950
NGS,1950
UTL,1950
TEX,1946
PIPR,1944
SBT,1944
RTH,1943
ANDAR,1941
MITSY,1941
WTS,1941
POLXF,1940
BXG,1938
HCXLY,1935
PIHPP,1934
CBTX,1932
NMGX,1932
WINSF,1932
DCO,1930
IECS,1930
PHYL,1930
PPCBD,1926
LEVL,1922
RYPRT,1922
DCPPRC,1916
COO,1914
CNONF,1912
XIN,1911
COWNZ,1910
SCVXU,1910
CRNCY,1909
CFA,1908
HMNF,1907
TLGN,1907
WBIY,1907
AMRK,1906
FINGF,1905
CCB,1904
JCS,1901
UEIC,1901
SKHHY,1900
STND,1899
PNBK,1897
KPLUY,1894
CPSS,1890
GUTPRC,1890
CFBK,1886
TRTN,1884
QLS,1877
FCFS,1876
CHMIPRA,1870
FIYY,1868
ADUS,1865
DEFA,1858
UTES,1858
NTIOF,1857
EML,1855
NNNPRF,1855
EAST,1850
MEIL,1850
MFNC,1845
SIGI,1845
ONTO,1844
VDC,1844
INAQU,1842
ICFI,1839
CAPA,1838
CELGRT,1829
LNN,1824
WFCPRN,1824
LCNB,1821
WASH,1818
HYUP,1814
SENEA,1813
CACI,1811
OLVI,1811
AMNB,1810
VIRS,1809
OPESU,1808
NGHCZ,1804
DEW,1801
PTGX,1800
MOBQ,1797
HMTC,1796
SLBG,1796
LCTC,1794
SJIJ,1794
PREPRI,1791
TZACU,1789
LUDG,1782
RILYL,1777
STFC,1777
BRC,1776
FVCB,1775
PRSC,1775
OVLY,1772
JBSS,1768
PKIUF,1768
PRBZF,1768
ASBPRC,1766
MPB,1763
STRT,1762
VMC,1757
FDEV,1756
YCS,1755
AOSL,1754
STRL,1754
AHCHY,1753
FRME,1753
LEAT,1746
UGROD,1744
TANNZ,1743
SFPRA,1742
SYSX,1742
VRTU,1742
AXLA,1741
PSAPRE,1741
EAI,1740
RGLD,1739
AX,1735
PBMLF,1735
UGAZF,1734
CGEMY,1732
MAGA,1730
WDFC,1730
DORM,1728
MCB,1728
EWMC,1727
ALG,1710
EESE,1709
PTVCB,1708
SDOG,1708
ESGRP,1707
IBCP,1707
INFR,1706
PSCC,1706
NVR,1704
OSIS,1703
ESBK,1701
CHDN,1700
TGIC,1700
IGIC,1699
JGCCY,1696
SEPZ,1696
ATCOPRD,1695
IVST,1695
FOTB,1694
PXQ,1694
SVBT,1692
AMAL,1691
BTQNF,1686
RDNT,1684
CIZ,1683
SCHWPRC,1683
SNBP,1682
LEXXW,1676
ANHPRC,1673
ESALY,1668
BRGPRC,1665
VALT,1665
EVRC,1664
HTLF,1662
FFDF,1661
NWIN,1660
EGHSF,1659
WBSPRF,1658
AIN,1652
IPSEY,1652
MITEY,1652
NTIP,1652
ZIJMY,1652
GUTPRA,1651
NUGL,1647
NGHCP,1645
IGICW,1642
OFSSZ,1641
CIX,1640
SUND,1638
CLEV,1636
WSTG,1635
NDSN,1634
DXR,1631
USNA,1631
JEF,1630
BKSB,1629
SZSAY,1629
FDBC,1628
PLPC,1626
VCEX,1625
FUT,1624
WSBF,1624
NATR,1622
SCA,1622
BEDU,1620
SUBCY,1620
NEEPRK,1619
AXS,1618
CLDB,1615
EFCPRA,1615
HENOY,1615
CMREPRC,1614
VYCO,1614
ABVC,1611
USPH,1611
UVV,1609
GCV,1608
GSJY,1607
ALYA,1606
AWI,1605
FLQG,1602
IROQ,1602
TBC,1602
AGGG,1600
CAI,1593
SACC,1593
ACGBY,1592
CIZN,1591
TMPM,1586
BRDCY,1585
BSENF,1574
PRIFPRB,1572
NSAPRA,1571
MYJ,1570
UVSP,1570
STRM,1568
PYT,1566
PCB,1565
ECC,1563
SMTX,1561
UCIB,1561
DTY,1559
TWOPRB,1559
CLFD,1558
CRZBY,1558
PTEU,1557
RLBD,1557
TPVY,1555
USBPRA,1555
KINS,1553
MOFG,1548
NFTY,1545
UBPPRK,1542
INSWPRA,1539
RUPRF,1539
TLI,1535
VSL,1532
NTRB,1531
MFUS,1529
PRKR,1528
EPRPRG,1527
KEYPRJ,1527
FSFG,1525
KIKOY,1520
UFI,1520
AMSU,1519
CFFI,1519
AMHPRF,1518
FRFHF,1518
EQBK,1517
RDIV,1514
HKVTY,1513
WLMS,1513
OPOF,1510
NKSH,1504
KCNY,1502
LTFD,1500
MOAEY,1500
OPNT,1500
AGMPRC,1498
GRU,1497
NUMD,1496
CRUS,1495
KSUPR,1492
WINA,1492
DIM,1488
PANDY,1487
JMIN,1486
RLH,1482
B,1479
DTLAPR,1479
FLSP,1479
NBTB,1479
ECFPRA,1478
QBCRF,1477
EPGND,1475
ASTE,1474
EPV,1473
RMAX,1471
DSPRC,1470
AETUF,1467
SMMF,1467
FXCNY,1465
UHT,1465
CHIR,1461
PEGA,1460
FXU,1457
AVVIY,1454
NLR,1451
GWSAF,1450
TIAIY,1447
CLMT,1446
TELA,1445
SKF,1443
ITPOF,1441
CVLY,1440
CHCO,1437
MORN,1437
CBCA,1434
QGLDF,1432
BSBK,1431
MBUU,1431
TDA,1431
CBFV,1428
NMKPRB,1426
GNNDY,1425
GMRE,1424
GHM,1422
OMAB,1422
NVEC,1421
FTRS,1417
CIVB,1416
HEINY,1416
INGN,1416
ORRRY,1416
LFEQ,1415
TREC,1415
RILYG,1411
TRITF,1410
SSD,1406
FBVA,1405
GLPPRA,1405
SUME,1404
GNWSF,1400
PRI,1400
SOI,1400
FPRUY,1398
HBANN,1398
IHC,1398
CRSB,1397
ABILF,1396
ENFAU,1396
CJEWY,1395
NNCHY,1394
DWMF,1392
JGHHY,1391
MXE,1391
DJUL,1388
INCKF,1388
TBNK,1386
NBN,1381
SCSC,1381
DRQ,1379
DSPRD,1379
TNPPRD,1379
GOVXW,1377
GSHD,1377
CWBC,1375
SSTI,1373
MQBKY,1372
HTPAU,1369
BOALY,1368
SEHKF,1364
GRNVU,1361
MNBEY,1361
ESE,1356
CHNA,1354
BURBY,1352
JKI,1352
CHFHY,1351
CABO,1349
VKTXW,1348
FSTR,1346
NEWTL,1344
RLJPRA,1344
GNAF,1343
HWSY,1343
LCUT,1340
FDT,1339
KGDEY,1338
AVB,1335
SLRC,1335
GRN,1334
GMOM,1330
IBTE,1330
GXG,1328
IAK,1328
SCHWPRD,1328
LMSQF,1323
TCOPRJ,1321
SPLPPRA,1318
BKBEF,1316
GPX,1316
BCC,1315
ROLL,1315
PYS,1312
RNEM,1312
EME,1311
NCSMZZZZ,1311
BFOR,1310
SPGPRJ,1309
SSEZY,1308
CKX,1307
IBTX,1306
INGIY,1304
NFLT,1301
CGBD,1299
STC,1298
BCBP,1297
ACNB,1295
CSRNF,1295
QUIK,1294
ALFVY,1291
MYFW,1291
WFCPRT,1291
CWPE,1290
FATBW,1290
FMCKM,1290
MFDB,1289
SMMCU,1289
EXLS,1286
BRLXF,1285
HOFT,1284
RSTN,1280
BDGE,1279
CNXN,1279
RM,1278
SMEZ,1278
GJT,1277
NMRD,1276
FCRZ,1275
ASND,1270
RBNC,1269
WBIT,1269
LPPPF,1267
ISSDY,1265
DBMF,1263
PTKU,1263
CLZNY,1262
NC,1262
TOMYY,1254
MNTX,1253
BWFG,1243
MPX,1243
SAR,1242
PREPRG,1241
MINM,1239
SYTE,1239
Y,1235
CURN,1234
GBLI,1234
MPFRY,1234
CFIVU,1233
ICCC,1230
LXEH,1228
AUIAF,1225
MBBB,1224
AFTY,1222
ESGS,1219
JBZY,1217
NVQ,1215
PKO,1214
PSTL,1213
BSVN,1210
AJAXU,1209
SYG,1209
VEGA,1206
LINC,1205
ELMD,1204
FNMAK,1204
BBC,1203
BELFA,1201
ESXB,1200
AUBN,1196
AQNA,1190
OASMY,1190
NEU,1189
QCRH,1189
GGO,1186
BBSC,1185
IGIFF,1184
ESSA,1181
CHCT,1180
LTSL,1180
DNIF,1178
QED,1178
SJB,1175
DFE,1173
LRCDF,1173
NRC,1173
SMLV,1173
ASWRF,1167
FHNPRD,1167
JHMU,1167
BDC,1165
CSBR,1165
GLIN,1164
SSLY,1162
AWRE,1161
CARA,1160
CUBI,1160
FNDM,1159
MALRY,1156
BFEB,1152
GBLBY,1152
MSGS,1152
MUEL,1150
PRFZ,1150
SBSAA,1146
ACGL,1145
AMBK,1145
TECB,1145
RGA,1144
ANIP,1142
BLBD,1141
LTSK,1138
SMGBY,1135
MLLS,1134
PCGPRH,1132
JWSU,1130
FDS,1129
AAAUXXXX,1125
ESBA,1125
SNPHY,1125
FMF,1124
PSFF,1123
BPOPM,1121
MCBK,1120
DJCO,1116
GLADL,1116
LDDAF,1110
RNMBY,1110
SGHIY,1110
GDXRF,1108
LIV,1105
CLOW,1103
QLVE,1103
CNOB,1100
FXLG,1100
IRCKF,1100
TLFE,1100
AGRPY,1098
BHKLY,1093
NYMTP,1093
UBPPRH,1091
LPTV,1088
MONRY,1087
BILS,1086
MGRC,1086
PBIP,1085
FTBYF,1083
RSNAY,1082
IUS,1080
SMFKY,1074
CNFRL,1069
FRD,1069
NWHM,1066
IEHC,1064
QDYN,1064
OFSSL,1063
LCAHU,1062
ULBI,1060
WFICF,1060
HUD,1058
NHTC,1057
PFX,1057
BBQ,1056
ESIFF,1056
KPELY,1053
TGGDF,1053
LIMAF,1051
ZGYHR,1051
QHYG,1050
DBP,1048
ABRPRB,1043
WLFC,1043
JAX,1042
GHL,1041
HYDI,1040
SRCE,1037
SIHBY,1036
ESHY,1032
TOELY,1030
BAFYY,1028
AC,1022
BRGPRD,1019
CSD,1019
DMYIU,1018
SMCP,1018
PLOW,1014
WFCPRO,1013
HCXZ,1011
OFED,1011
PINXY,1011
ITW,1009
MKTX,1009
CBLNY,1007
FNWB,1007
GWLOF,1007
NANX,1007
FDUSL,1004
ASCCY,1002
MIDF,1002
ACAI,1000
ETFLF,1000
FNCJF,1000
IIPZF,1000
JCYGY,1000
JJOFF,1000
MCKRF,1000
MICWFXXXX,1000
MTEX,1000
PLFRY,1000
PLTYF,1000
VEND,1000
WELX,1000
WIL,1000
DMRL,999
FUJIY,994
PDFS,994
RMBI,993
SNCAF,991
HWKN,989
SDEF,988
CNCE,987
FLIY,987
GWLIF,986
TEHG,984
BKKLY,983
BOKFL,980
GAMPRB,980
TFCPRF,976
CRBOD,975
SMBC,974
SLT,972
TOTAU,972
TVTV,972
FSRCY,970
DBS,969
FLHK,968
WAKE,962
DGT,961
TNLX,960
TOTZF,959
GSBC,956
LNNNY,955
PJT,953
HKTVY,952
MHH,952
TBBA,951
ASC,950
RVCB,950
RMR,948
NMPRG,946
FTAG,945
PYPE,942
SFPRB,942
CADNF,940
UEPEP,940
TTNDY,933
CGKEY,930
FDIV,929
EMCF,928
ALX,927
SZKMY,927
TRKNY,927
IDTA,926
DSWL,921
OFLX,921
INTG,920
RDIB,920
GIKU,918
PTBS,918
RSGUF,918
STSB,918
BFIN,915
CRCCY,914
CKISY,910
NEMCF,910
BANR,908
KTH,908
WDFN,908
SSBI,907
PFHO,906
XPP,904
JJNTF,900
CYCCP,897
DHIL,897
NWLI,896
FKWL,889
WLMIY,888
MAGOY,885
AMHPRH,883
NGVT,883
CPTAG,882
PHGEU,882
UITB,882
CHEP,879
RFAP,875
TZOO,873
AIAGY,871
HLNE,871
ACSI,870
GNGBY,870
PRGS,869
ALBO,865
LOACU,861
ATLC,858
STRS,858
TMP,858
ARL,856
CCF,853
TDSA,853
FRAF,849
KE,845
RUSHB,844
AGM,843
MOM,843
CBNK,841
IRETPRC,841
MRBK,841
AGBA,840
ULTXF,838
GDLPRC,835
TMTNF,834
ALCO,830
ZDEXF,830
LTSH,825
SDCI,825
PZC,818
SPEPRB,818
INNPRD,815
LGVWU,815
FMFG,811
OVF,810
SYBT,809
PTVCA,808
AIRTP,807
WSBCP,805
ELRA,803
EZPW,803
MNOIY,803
PCGPRA,802
TORM,801
WBIL,801
NRIM,800
SCGEY,800
FLXS,799
SHMUY,799
HVBC,793
UBOH,793
UMAY,793
AMCA,792
ASHX,789
CNBB,789
EPAM,787
HTFA,787
RFEM,787
SIGA,785
NAPR,783
WHFBZ,782
HYZD,780
PRIFPRE,780
FTC,779
MIG,778
ARCH,775
ASBPRE,775
ASBRY,775
JOUT,775
FPAFY,774
HLAN,772
CRKN,771
EEMO,771
MLVF,770
SFTWU,770
AGMA,767
RAFFF,764
BRKK,763
VOLT,762
ALACU,761
HBCP,761
PFBI,761
CBKM,760
PSIX,758
GROW,756
OXBC,756
RZG,755
SCZC,753
FCBC,752
DFPHU,750
ANFIF,746
DWCR,746
PUYI,745
TRNO,745
OVBC,744
RODE,744
UGRO,744
SBM,742
GDEN,741
NDEKY,741
PLXS,741
VAMO,740
VWID,740
CCIHY,738
EIG,736
ELEZY,736
IESC,736
RBB,736
VPOR,736
IGN,734
ACU,733
NOPUF,733
CSRVF,732
KTYB,732
CASS,730
NCAUF,728
JDVB,727
BHWB,724
ALBBY,720
PLBC,720
ESTRF,716
HZN,715
VALU,715
CRAI,714
FMCKL,714
MSVB,714
FCCT,707
GHC,705
RESP,704
WNGRF,704
IIIN,703
ARD,702
GEFB,701
PWB,701
AFSIP,700
PCGPRC,694
IHE,693
EFSI,688
ELC,686
BXC,684
CNENF,684
MWTCY,681
FWDG,678
TRUX,677
FNXLF,676
MNSB,675
RFFC,675
REC,674
ACSAY,673
CIWV,672
EQOP,672
AOUT,666
ARBG,666
BANCPRD,666
CMSQY,666
GRNL,666
SKYW,666
OXLCM,662
LVBX,660
CEBUY,658
AQUI,657
AROW,656
CSLLY,655
RYU,654
DLA,652
EKCS,652
ISGN,651
NIFE,651
FORTY,650
IMRNW,650
OTCM,650
RWCB,645
YUMAQ,645
LTDH,644
TMPMW,644
VLLX,643
CLNFF,641
TKAMY,641
OFGPRA,639
SBPRC,638
NODB,636
FMCCS,633
NP,633
BOREF,632
TOGL,631
KNOP,628
SPOK,627
CNIG,624
PCGPRI,624
MNCLU,623
PROV,622
DL,621
LBTYB,620
RANJY,619
REXRPRB,618
NECB,613
TREBU,613
STARPRD,612
ENO,611
PCMC,611
DJCB,610
BMLP,608
BNEFF,608
PCYO,608
BVNRY,605
RNWEY,605
CUPUF,604
TNCPD,604
MLR,603
EPRPRC,601
GTECW,600
MHGU,600
TNABY,600
TUMIF,600
SDLPF,599
EBRPY,597
CFPZF,595
DBV,593
SONVY,593
GCBC,590
PRIFPRC,589
ALYE,585
ANZLY,581
TAPA,581
AMHPRE,579
WFCPRP,577
MFINL,576
GZPZY,575
ABRPRA,572
FNMAG,567
LMBHW,564
PWOD,562
GNLPRA,561
SOJC,560
HDAW,559
CAPAU,558
DTYL,558
ENJ,557
SDEI,556
HERD,555
LNDC,555
MAYS,554
AAWCD,551
TNTRQ,549
FNHC,547
LRNXXXX,546
AYTUW,545
DIT,544
AILLL,543
TAPM,542
GESI,541
KNSL,541
JCDAF,538
SBLUY,538
TOFB,537
UMBF,534
HJPX,533
FALC,531
FMCCP,531
SCIA,531
ACHC,525
HLSPY,525
SHGDF,525
CET,524
HSON,523
WDDD,521
DWPP,520
PTXKY,519
HLOC,518
HWMPR,518
AZBL,517
SVBI,515
BESIY,512
FBIZ,510
NUVR,510
CNS,509
REVS,509
FELE,508
HWDJY,505
AWCMY,501
EFGSY,501
FLUD,501
IWMG,501
VFMF,501
CHAQU,500
ESGRO,500
FNAUF,500
HSDTXXXX,500
PPCLY,500
AMDLY,498
HLMPR,498
HUBB,498
ALPPRQ,497
WTBFB,496
NOVXXXX,495
INBK,492
DXPE,491
EWLU,491
HEWA,487
MMTM,487
TCLCF,487
RTMVY,484
EUCRW,483
APEI,482
FRI,481
ECHO,481
ESGR,481
BKFAF,480
MLPO,480
ONDSD,480
PRCP,480
TITN,480
NXGPY,478
FLYT,476
FSEA,476
ECCY,475
ALLPRI,473
ACLLF,472
GSID,469
GGNPRB,467
VQSLF,466
MCEM,464
CRDIY,459
AERO,457
ASOMY,457
MGIC,456
BBP,454
FISK,453
TRTY,453
SAMG,452
PDLB,451
SOBS,451
RILYH,450
BRID,449
NEON,448
KREF,446
NPEZF,445
TAPR,443
SCOO,441
CEREW,440
HURC,440
LCII,438
NNBR,438
NCB,435
ORBN,435
ADFT,432
ISTR,431
NKRKY,431
OFGPRD,431
HCI,430
PKOH,429
AVPMF,427
BOMH,427
HAFG,427
SLCT,425
BPRN,424
ATASY,423
BLSFY,423
ALFA,422
DXGE,421
BWMY,420
QBAK,420
FKYS,419
SXI,418
BHFAL,417
ISDX,417
CNBKA,414
FNMAH,414
VNOM,413
ACTG,412
EQWL,411
QNST,411
CVCO,410
CVI,409
LBC,408
LAZYW,407
MCDIF,405
LTSF,403
SOUHY,403
AATRL,402
CHIU,401
FLQS,401
SCPEU,401
STXB,401
BNGLF,400
CTNR,400
ELLRY,400
MBKL,400
NVRVF,400
VOSSY,400
OLMIY,399
RIVE,399
SBPRD,399
FUNC,397
EVXXF,395
GGZPRA,395
AVDG,392
DTST,392
ITRO,391
BKGFY,390
AFSIA,389
YTROF,389
OCBGD,388
CZFS,385
YGYIP,385
MNAT,384
NGCRY,384
BDCY,383
DLHC,383
RCKY,383
RHUHF,383
CBUMY,382
DIMC,380
V108SPINOFFPYMN,380
FMBH,379
MTRN,376
TLSYY,376
LINK,375
LXAM,375
